12345X789,0.07358973228499671
123O5X78X,0.22509872214326862
123OXXO8X,0.7457456216204505
1OXOXXO8X,-1.0
1234567X9,0.2450753551245772
12OX567X9,-0.3417563605776637
1OOX56XX9,-0.0625
1OOXO6XXX,-1.0
1X3456789,0.25793997529288726
1X3O567X9,-0.4410818452263121
OXXO567X9,0.998779296875
OXXO5O7XX,0.998046875
OXXO5OOXX,0.9999847412109375
X23456789,-0.0855329898029834
X234X6O89,-0.401401887994243
XX3OX6O89,-0.9998776912689209
XX3OXOOX9,-0.9999999962747097
1234X6789,-0.4489007411432537
X234XO789,-0.6616598061308355
X23OXO78X,-1.0
12X456789,0.442010946379761
1XXO56789,-0.06152489079235979
1XXOO67X9,0.9980467548538456
XXXOO67XO,-1.0
1X3O56X89,-0.5854230488138134
1XOO5XX89,0.46939086909173927
XXOOOXX89,0.5
XXOOOXXOX,0.5
123X56789,0.23230716700263312
1O3XX6789,-0.5887075592191735
XO3XX6O89,-0.778338218578675
XO3XXXO8O,-1.0
123456X89,0.414194643021068
X2O456X89,-0.6984825003477653
XOO4X6X89,-0.44944146165653
XOOXXOX89,-1.0
12345678X,-0.021900964347275564
12345O7XX,-0.21794502512532132
OX345O7XX,-0.724151611328125
OX34XOOXX,-1.0
XX34O6789,0.49100393742846254
XX34OXO89,0.99951171875
XX3OOXO8X,0.400390625
XXXOOXOOX,-0.9990234375
XXO456789,0.10101993127978717
XXO45OX89,0.7496337890625
XXOX5OXO9,-0.9999999999990905
XO34567X9,-0.05128483570282988
XOX4O67X9,-0.044708680933221556
XOXXO67XO,0.4875488280792972
XOXXOXOXO,0.5
O2X4567X9,-0.15164486134992433
O2XX56OX9,0.05381356229160339
OOXX56OXX,0.304946169257164
OOXXXOOXX,0.5
12OX5X789,-0.06485802356705389
O2OXXX789,-1.0
X2OXO6X89,-1.0
123X567XO,0.07894971470342932
1O3XX67XO,0.14677984299591784
1OOXX6XXO,1.0
1OOXXOXXO,1.0
